Code département,Département,Code commune,Commune,Inscrits,Votants,Exprimés,Extrême gauche,Parti communiste,Parti socialiste,Radicaux de gauche,Divers gauche,Ecolo,Divers,Rassemblement pour la République,Union pour la Démocratie Française,Divers droite,Front National,Extrême droite
38,ISERE,53,BOURGOIN-JALLIEU,12695,7447,7102,170,777,1070,0,200,732,143,0,2200,226,1584,0
38,ISERE,151,ECHIROLLES,18902,12426,12016,642,4954,1659,0,0,423,267,1632,0,279,2160,0
38,ISERE,158,EYBENS,5642,3753,3592,236,593,1143,0,0,185,130,673,0,111,521,0
38,ISERE,169,FONTAINE,13100,7929,7620,283,1867,2281,0,25,399,293,0,554,636,1282,0
38,ISERE,185,GRENOBLE,79600,47864,46331,1607,3154,14015,0,713,4435,1232,8190,4662,2131,6192,0
38,ISERE,193,L'ISLE-D'ABEAU,4441,2452,2328,121,349,0,0,100,650,51,0,539,87,431,0
38,ISERE,229,MEYLAN,12666,8789,8528,168,303,2467,0,134,830,257,3052,0,634,683,0
38,ISERE,317,LE PONT-DE-CLAIX,6099,3775,3651,116,729,1034,0,0,153,128,0,0,649,842,0
38,ISERE,382,SAINT-EGREVE,10274,6920,6639,242,0,1177,0,1550,667,262,1759,0,180,802,0
38,ISERE,421,SAINT-MARTIN-D'HERES,14459,9181,8891,864,2138,2189,0,0,414,297,1477,0,235,1277,0
38,ISERE,474,SASSENAGE,6328,4353,4145,145,461,1257,0,16,258,155,0,1034,215,604,0
38,ISERE,485,SEYSSINET-PARISET,7784,4917,4714,166,233,2070,0,0,303,158,0,0,1074,710,0
38,ISERE,544,VIENNE,18057,12128,11686,371,593,3641,0,0,773,160,0,3623,332,2193,0
38,ISERE,553,VILLEFONTAINE,8392,4837,4624,233,771,0,0,200,1225,135,0,940,142,978,0
38,ISERE,563,VOIRON,11700,7656,7278,227,848,2007,0,0,534,178,2219,0,48,1217,0
39,JURA,97,CHAMPAGNOLE,5765,4185,3860,0,337,0,0,907,560,0,1342,0,182,532,0
39,JURA,198,DOLE,15353,10973,10596,325,1271,0,0,109,3569,0,0,3078,268,1976,0
39,JURA,300,LONS-LE-SAUNIER,12060,7642,7218,285,705,1858,0,0,295,0,2906,0,348,821,0
39,JURA,478,SAINT-CLAUDE,6454,4227,4085,0,915,0,0,822,257,0,750,0,504,837,0
40,LANDES,46,BISCARROSSE,7438,4798,4517,0,224,1404,0,0,296,0,1691,0,184,718,0
40,LANDES,88,DAX,13562,8624,8164,139,535,2618,0,0,502,0,0,3546,0,824,0
40,LANDES,192,MONT-DE-MARSAN,19120,13029,12369,0,990,4632,0,0,736,0,4279,0,499,1233,0
40,LANDES,279,SAINT-PAUL-LES-DAX,7231,5111,4800,105,504,1987,0,0,293,0,0,1472,0,439,0
40,LANDES,312,TARNOS,7461,5245,5012,118,1982,996,0,0,313,0,0,1162,0,441,0
41,LOIR-ET-CHER,18,BLOIS,29124,18898,18087,0,1340,6599,0,227,1465,0,0,4748,541,3167,0
41,LOIR-ET-CHER,194,ROMORANTIN-LANTHENAY,11978,8467,8079,0,487,4001,0,0,382,0,2194,0,0,1015,0
41,LOIR-ET-CHER,269,VENDOME,11697,7901,7516,0,689,2460,0,0,530,0,0,2553,238,1046,0
42,LOIRE,5,ANDREZIEUX-BOUTHEON,4662,2952,2833,37,305,0,454,0,86,0,0,788,356,807,0
42,LOIRE,44,LE CHAMBON-FEUGEROLLES,9038,5907,5636,0,1015,912,0,0,227,0,0,1483,131,1868,0
42,LOIRE,95,FIRMINY,13546,8283,7865,0,2628,980,0,0,450,0,0,1722,184,1901,0
42,LOIRE,147,MONTBRISON,8881,5478,5147,149,328,0,1193,0,248,0,0,1723,558,948,0
42,LOIRE,183,LA RICAMARIE,5848,3689,3577,0,1203,448,0,0,141,0,0,667,56,1062,0
42,LOIRE,184,RIORGES,7475,5230,4924,186,452,1443,0,64,403,0,0,1525,154,697,0
42,LOIRE,186,RIVE-DE-GIER,7738,5072,4892,165,1180,857,0,0,252,0,0,1166,88,1184,0
42,LOIRE,187,ROANNE,24148,15335,14713,389,1237,5135,0,148,847,0,0,4313,335,2309,0
42,LOIRE,189,ROCHE-LA-MOLIERE,6327,4348,4186,76,298,1566,0,30,98,0,0,994,95,1029,0
42,LOIRE,207,SAINT-CHAMOND,23098,15091,14488,527,1017,3160,0,0,725,0,0,4937,333,3789,0
42,LOIRE,218,SAINT-ETIENNE,109877,64554,62334,2903,7135,7945,0,8400,1719,0,8847,8322,1983,15080,0
42,LOIRE,279,SAINT-JUST-SAINT-RAMBERT,8579,5687,5441,93,368,0,876,0,199,0,0,1764,599,1542,0
43,HAUTE-LOIRE,157,LE PUY-EN-VELAY,11993,8031,7581,19,488,2275,0,0,761,0,0,2780,296,962,0
44,LOIRE-ATLANTIQUE,20,BOUGUENAIS,10455,7206,6851,344,642,3013,0,0,734,21,0,1148,274,675,0
44,LOIRE-ATLANTIQUE,26,CARQUEFOU,9482,6463,6139,0,345,0,1686,89,388,235,0,2695,215,486,0
44,LOIRE-ATLANTIQUE,35,LA CHAPELLE-SUR-ERDRE,11605,7991,7638,0,448,0,2466,166,816,303,0,2514,252,673,0
44,LOIRE-ATLANTIQUE,36,CHATEAUBRIANT,9395,6237,5861,0,453,1772,0,0,0,370,2400,0,179,687,0
44,LOIRE-ATLANTIQUE,47,COUERON,11537,8384,8044,370,1080,3667,0,0,546,145,0,1340,137,759,0
44,LOIRE-ATLANTIQUE,55,LA BAULE-ESCOUBLAC,12684,8153,7850,168,365,1653,0,0,268,241,1525,2196,597,837,0
44,LOIRE-ATLANTIQUE,69,GUERANDE,9067,6052,5725,169,219,1874,0,0,373,241,1492,578,319,460,0
44,LOIRE-ATLANTIQUE,109,NANTES,164496,101719,98196,1158,5797,31526,3032,2332,5934,3334,12882,16209,6045,9947,0
44,LOIRE-ATLANTIQUE,114,ORVAULT,17838,11993,11468,0,716,4028,0,0,676,642,0,3925,433,1048,0
44,LOIRE-ATLANTIQUE,131,PORNIC,8477,5854,5539,0,241,1298,0,0,392,102,0,2536,376,594,0
44,LOIRE-ATLANTIQUE,132,PORNICHET,6932,4590,4374,136,298,1280,0,0,196,151,912,617,309,475,0
44,LOIRE-ATLANTIQUE,143,REZE,24311,16262,15570,592,1253,7328,0,0,1372,49,0,3124,525,1327,0
44,LOIRE-ATLANTIQUE,162,SAINT-HERBLAIN,29314,19395,18670,778,1037,8560,0,0,1336,268,0,4349,382,1960,0
44,LOIRE-ATLANTIQUE,172,SAINTE-LUCE-SUR-LOIRE,7713,5507,5219,0,303,0,1562,441,596,172,0,1624,149,372,0
44,LOIRE-ATLANTIQUE,184,SAINT-NAZAIRE,45343,27658,26544,2108,0,8064,0,6342,1273,668,5418,0,489,2182,0
44,LOIRE-ATLANTIQUE,190,SAINT-SEBASTIEN-SUR-LOIRE,17619,11915,11307,436,871,4266,0,0,1146,35,0,2985,692,876,0
44,LOIRE-ATLANTIQUE,215,VERTOU,13979,10094,9566,0,688,2854,0,227,715,383,3620,0,419,660,0
45,LOIRET,4,AMILLY,7962,5354,5130,135,783,993,0,30,275,0,1021,0,946,947,0
45,LOIRET,68,CHALETTE-SUR-LOING,7178,4624,4438,115,1544,609,0,13,218,0,634,0,400,905,0
45,LOIRET,147,FLEURY-LES-AUBRAIS,13465,8586,8222,349,1872,1874,0,0,679,0,2248,0,188,1012,0
45,LOIRET,155,GIEN,8648,5903,5608,145,538,1217,0,26,263,0,965,0,1267,1187,0
45,LOIRET,208,MONTARGIS,9098,5706,5522,107,1434,812,0,24,229,0,1102,0,841,973,0
45,LOIRET,232,OLIVET,12196,8223,7883,366,303,2334,0,12,640,0,0,3019,386,823,0
45,LOIRET,234,ORLEANS,59414,37165,35668,1525,2626,7471,0,428,5695,0,4865,7036,1385,4637,0
45,LOIRET,252,PITHIVIERS,5078,3310,3156,105,173,799,0,0,165,0,1072,0,151,691,0
45,LOIRET,284,SAINT-JEAN-DE-BRAYE,11492,7154,6858,154,432,2515,0,111,537,0,0,1941,197,971,0
45,LOIRET,285,SAINT-JEAN-DE-LA-RUELLE,9855,6253,5928,359,757,0,0,88,1844,0,1567,0,284,1029,0
45,LOIRET,302,SARAN,9117,6194,5918,213,1978,0,0,47,1254,0,1321,0,267,838,0
46,LOT,42,CAHORS,12607,8832,8385,134,1156,0,2816,44,795,0,0,2552,250,638,0
46,LOT,102,FIGEAC,6535,4852,4584,101,371,2163,0,184,210,77,1091,0,135,252,0
47,LOT-ET-GARONNE,1,AGEN,18086,12343,11831,0,937,3404,0,0,783,398,0,3665,473,2171,0
47,LOT-ET-GARONNE,157,MARMANDE,13106,9157,8638,0,893,3153,0,0,660,0,2382,0,424,1126,0
47,LOT-ET-GARONNE,310,TONNEINS,6473,4983,4686,0,609,1602,0,0,389,0,1155,0,151,780,0
47,LOT-ET-GARONNE,323,VILLENEUVE-SUR-LOT,15753,10787,10272,141,510,2555,0,152,412,130,0,1739,3059,1574,0
48,LOZERE,95,MENDE,6907,5016,4716,0,264,1377,0,0,297,0,0,2131,229,418,0
49,MAINE-ET-LOIRE,7,ANGERS,80960,52537,49802,2678,2817,14131,0,168,4431,545,9403,8114,2405,5110,0
49,MAINE-ET-LOIRE,15,AVRILLE,8880,6414,6121,237,351,1682,0,0,523,156,0,2424,274,474,0
49,MAINE-ET-LOIRE,99,CHOLET,35285,23579,22414,878,1196,5717,0,0,1209,213,0,4032,7065,2104,0
49,MAINE-ET-LOIRE,246,LES PONTS-DE-CE,8102,5680,5301,268,320,1606,0,43,454,143,0,1751,201,515,0
49,MAINE-ET-LOIRE,267,SAINT-BARTHELEMY-D'ANJOU,6989,4750,4422,302,419,1339,0,0,475,7,1252,0,204,424,0
49,MAINE-ET-LOIRE,328,SAUMUR,19166,12232,11533,0,769,0,0,837,3054,238,1785,2996,644,1210,0
49,MAINE-ET-LOIRE,353,TRELAZE,6322,4348,4131,240,1101,978,0,32,383,61,0,811,77,448,0
50,MANCHE,129,CHERBOURG-OCTEVILLE,15082,9409,9122,259,561,3342,0,0,552,106,0,3150,248,904,0
50,MANCHE,147,COUTANCES,6353,4056,3858,0,155,0,964,97,442,11,1706,0,157,326,0
50,MANCHE,173,EQUEURDREVILLE-HAINNEVILLE,12215,7896,7604,333,707,3175,0,0,567,155,0,1742,140,785,0
50,MANCHE,218,GRANVILLE,9271,5596,5298,0,373,0,1335,399,427,30,1926,0,217,591,0
50,MANCHE,383,OCTEVILLE,9553,6374,6187,245,416,2973,0,0,327,86,0,1309,114,717,0
50,MANCHE,502,SAINT-LO,13171,8314,7912,0,411,2063,0,615,864,200,2694,0,0,1065,0
50,MANCHE,602,TOURLAVILLE,11314,7488,7182,256,721,2853,0,0,591,95,0,1681,166,819,0
51,MARNE,108,CHALONS-EN-CHAMPAGNE,27386,16630,15972,0,2909,3198,0,0,1426,0,5289,0,465,2685,0
51,MARNE,230,EPERNAY,16642,9674,9297,0,1869,0,0,0,2448,117,1330,1718,271,1544,0
51,MARNE,454,REIMS,96540,57726,56017,2484,4243,15589,0,0,3971,0,18412,0,1800,9518,0
51,MARNE,573,TINQUEUX,7115,4616,4475,179,248,1522,0,0,313,0,1432,0,178,603,0
51,MARNE,649,VITRY-LE-FRANCOIS,9102,6158,5968,161,355,1973,0,37,239,0,0,1607,72,1524,0
52,HAUTE-MARNE,121,CHAUMONT,17505,11047,10355,683,0,0,0,5144,0,0,0,2988,0,1540,0
52,HAUTE-MARNE,269,LANGRES,5600,3577,3378,271,0,0,0,1291,0,0,0,1130,0,686,0
52,HAUTE-MARNE,448,SAINT-DIZIER,18877,11263,10848,208,1248,1993,0,0,541,118,3326,0,358,3056,0
53,MAYENNE,62,CHATEAU-GONTIER,7843,5369,5060,0,163,1045,0,0,318,0,1568,0,1723,243,0
53,MAYENNE,130,LAVAL,32154,21249,20058,1240,1201,6113,0,603,1133,0,0,6961,1230,1577,0
53,MAYENNE,147,MAYENNE,9104,6351,6014,0,187,197,0,2974,381,0,0,971,915,389,0
54,MEURTHE-ET-MOSELLE,159,DOMBASLE-SUR-MEURTHE,6368,4108,3892,263,404,1277,0,0,329,0,834,0,105,680,0
54,MEURTHE-ET-MOSELLE,274,JARVILLE-LA-MALGRANGE,5502,3566,3408,248,210,1004,0,0,279,0,974,0,125,542,26
54,MEURTHE-ET-MOSELLE,304,LAXOU,8787,5523,5298,295,235,1445,0,0,527,0,0,1664,394,738,0
54,MEURTHE-ET-MOSELLE,323,LONGWY,8358,5119,4955,122,960,1575,0,0,250,127,0,1084,85,752,0
54,MEURTHE-ET-MOSELLE,329,LUNEVILLE,12763,7765,7419,304,728,1749,0,0,712,0,1947,0,209,1770,0
54,MEURTHE-ET-MOSELLE,395,NANCY,50873,30358,29226,2450,1445,7186,0,0,1445,442,0,10720,1993,3545,0
54,MEURTHE-ET-MOSELLE,431,PONT-A-MOUSSON,8939,5541,5320,257,193,1605,0,0,179,260,0,1677,92,1057,0
54,MEURTHE-ET-MOSELLE,482,SAINT-MAX,7224,4602,4417,201,183,1161,0,0,320,0,1839,0,135,548,30
54,MEURTHE-ET-MOSELLE,528,TOUL,9582,6219,5995,178,0,1377,0,106,239,184,0,1166,1845,900,0
54,MEURTHE-ET-MOSELLE,547,VANDOEUVRE-LES-NANCY,16815,10178,9784,595,496,3031,0,0,750,0,2814,0,283,1754,61
54,MEURTHE-ET-MOSELLE,578,VILLERS-LES-NANCY,11116,7517,7198,336,399,1885,0,0,738,0,0,2461,555,824,0
54,MEURTHE-ET-MOSELLE,580,VILLERUPT,6853,4236,4099,159,1265,1397,0,0,188,123,0,506,43,418,0
55,MEUSE,29,BAR-LE-DUC,10831,7225,6916,0,470,2179,0,0,965,0,0,2238,182,882,0
55,MEUSE,545,VERDUN,12414,7717,7402,0,389,2496,0,0,696,0,1938,0,709,1174,0
56,MORBIHAN,7,AURAY,7071,4893,4717,0,1355,810,0,0,353,314,0,1062,331,492,0
56,MORBIHAN,83,HENNEBONT,9879,6990,6717,0,2146,1476,0,0,437,176,0,0,1967,515,0
56,MORBIHAN,98,LANESTER,16069,10439,10011,443,2694,2744,0,0,622,254,1826,0,267,1161,0
56,MORBIHAN,121,LORIENT,41973,25159,24193,852,2292,8831,0,0,1551,612,6381,0,787,2887,0
56,MORBIHAN,162,PLOEMEUR,13143,8760,8359,288,606,2566,0,0,570,216,2662,0,389,1062,0
56,MORBIHAN,178,PONTIVY,9141,6361,6079,0,606,2237,0,0,322,175,2326,0,0,413,0
56,MORBIHAN,260,VANNES,29340,19983,19361,0,980,5142,0,0,1269,767,0,4519,4719,1965,0
57,MOSELLE,58,BEHREN-LES-FORBACH,4778,2663,2497,146,120,916,0,0,156,0,0,511,54,594,0
57,MOSELLE,160,CREUTZWALD,7874,5287,5019,259,650,1288,0,0,378,0,0,0,1265,1179,0
57,MOSELLE,206,FAMECK,7785,5165,4962,292,523,1692,0,0,250,0,0,0,1166,1039,0
57,MOSELLE,221,FLORANGE,6889,4497,4262,299,372,1468,0,75,0,0,0,784,83,1181,0
57,MOSELLE,227,FORBACH,13358,6974,6627,286,281,1815,0,0,355,0,0,2097,316,1477,0
57,MOSELLE,240,FREYMING-MERLEBACH,10464,6757,6529,186,170,2373,0,0,248,0,0,2225,86,1241,0
57,MOSELLE,306,HAYANGE,10185,6247,5917,498,767,1853,0,140,0,0,0,1073,133,1453,0
57,MOSELLE,332,HOMBOURG-HAUT,6015,3713,3528,125,86,975,96,0,159,160,906,0,33,988,0
57,MOSELLE,447,MARLY,7743,5155,4920,162,147,1316,0,0,355,0,0,1797,241,902,0
57,MOSELLE,463,METZ,72205,41999,40280,1501,1613,4299,1439,117,6741,0,7938,2741,5595,8229,67
57,MOSELLE,480,MONTIGNY-LES-METZ,16412,10220,9778,459,467,2475,0,0,830,0,0,3173,379,1995,0
57,MOSELLE,491,MOYEUVRE-GRANDE,5941,3877,3701,249,1387,813,0,31,0,0,0,316,60,845,0
57,MOSELLE,591,ROMBAS,6577,4321,4171,245,224,1530,0,0,226,0,0,0,1049,897,0
57,MOSELLE,606,SAINT-AVOLD,11759,7344,6996,211,451,1344,377,0,312,446,2306,0,79,1470,0
57,MOSELLE,630,SARREBOURG,8244,5543,5361,142,51,397,0,1260,260,0,1953,0,128,1170,0
57,MOSELLE,631,SARREGUEMINES,15682,9038,8595,0,262,1211,0,0,523,0,1634,0,3195,1770,0
57,MOSELLE,660,STIRING-WENDEL,8381,4826,4576,217,192,1470,0,0,249,0,0,1084,118,1246,0
57,MOSELLE,672,THIONVILLE,27100,16525,15867,536,822,3513,0,1004,929,0,6308,0,250,2505,0
57,MOSELLE,683,UCKANGE,4039,2594,2429,167,184,820,0,28,0,0,0,324,35,871,0
57,MOSELLE,751,WOIPPY,7123,4236,4062,176,208,1013,189,38,174,0,1012,0,64,1159,29
57,MOSELLE,757,YUTZ,10435,6231,5942,233,295,1593,0,305,458,0,1784,0,119,1155,0
58,NIEVRE,86,COSNE-COURS-SUR-LOIRE,8408,5708,5484,0,732,1694,0,78,158,52,0,1930,146,694,0
58,NIEVRE,194,NEVERS,26279,17233,16534,601,1458,6893,0,322,464,316,0,3997,626,1857,0
58,NIEVRE,303,VARENNES-VAUZELLES,7594,5756,5504,0,2691,1144,0,99,229,76,0,799,116,350,0
59,NORD,8,ANICHE,6497,4218,3988,156,1315,1089,0,0,96,89,433,0,228,582,0
59,NORD,9,VILLENEUVE-D'ASCQ,35193,24306,23323,1299,1829,8381,0,0,1730,721,5339,0,1033,2991,0
59,NORD,14,ANZIN,8809,5774,5546,194,1819,1301,0,0,137,115,0,595,153,1232,0
59,NORD,17,ARMENTIERES,16775,11649,11136,346,1092,4040,0,0,346,315,0,2230,376,2391,0
59,NORD,33,AULNOYE-AYMERIES,6658,4856,4680,108,2255,787,0,0,151,59,0,0,640,680,0
59,NORD,43,BAILLEUL,9506,6911,6514,0,424,0,0,3299,260,115,0,0,1652,764,0
59,NORD,90,BONDUES,7657,5386,5206,0,0,0,665,0,177,132,3037,0,621,574,0
59,NORD,112,BRUAY-SUR-L'ESCAUT,7491,5367,5141,137,2083,789,0,0,156,94,0,529,135,1218,0
59,NORD,122,CAMBRAI,22121,15355,14685,0,1057,3415,0,143,499,187,0,0,7299,2085,0
59,NORD,139,CAUDRY,9448,6365,5920,0,915,2034,0,99,204,142,0,0,1581,945,0
59,NORD,152,COMINES,7878,5268,5053,0,1149,996,0,40,201,187,0,1344,110,1026,0
59,NORD,153,CONDE-SUR-L'ESCAUT,6151,4275,4127,136,801,773,0,28,168,83,0,0,1081,1057,0
59,NORD,155,COUDEKERQUE-BRANCHE,16384,12047,11472,599,901,5061,0,0,447,149,1811,0,324,2180,0
59,NORD,163,CROIX,13808,8761,8395,352,465,1768,0,140,340,100,0,3064,356,1810,0
59,NORD,172,DENAIN,10997,7418,7113,288,2225,1585,0,58,216,155,971,0,115,1500,0
59,NORD,178,DOUAI,25577,16618,16132,361,1447,5202,0,0,626,156,5898,0,308,2070,64
59,NORD,179,DOUCHY-LES-MINES,6742,4647,4452,198,1422,920,0,50,146,101,472,0,97,1046,0
59,NORD,183,DUNKERQUE,50277,32571,31083,1360,1425,10554,0,515,1600,509,6716,0,2595,5809,0
59,NORD,205,ESCAUDAIN,5543,3842,3699,177,1476,784,0,40,91,69,381,0,64,617,0
59,NORD,220,FACHES-THUMESNIL,11926,7980,7638,298,514,2778,0,0,326,121,2136,0,162,1263,40
59,NORD,249,FOURMIES,9237,6146,5777,273,1715,1552,0,0,249,72,876,0,371,665,4
59,NORD,271,GRANDE-SYNTHE,14327,9661,9113,587,1202,2164,0,778,704,144,0,0,1093,2441,0
59,NORD,273,GRAVELINES,8007,6188,5809,294,324,1313,0,1760,293,63,0,0,847,915,0
59,NORD,279,HALLUIN,11885,8273,7885,236,699,2475,0,41,196,279,1851,0,243,1865,0
59,NORD,286,HAUBOURDIN,9133,6299,6025,218,1333,1785,0,53,218,112,1204,0,135,967,0
59,NORD,291,HAUTMONT,9121,6291,6114,144,957,850,0,0,129,65,436,0,2759,764,10
59,NORD,295,HAZEBROUCK,14864,10824,10152,0,983,0,0,3107,696,235,0,0,3797,1334,0
59,NORD,299,HEM,11818,8279,7895,278,0,0,0,489,2521,164,2337,0,416,1659,31
59,NORD,324,JEUMONT,6441,4197,4064,91,272,391,0,1174,58,71,0,1003,233,770,1
59,NORD,328,LAMBERSART,19906,13266,12736,0,762,2712,0,150,759,500,0,5682,414,1757,0
59,NORD,339,LEERS,7162,4951,4668,183,0,0,0,310,1434,87,1409,0,196,1026,23
59,NORD,350,LILLE,96409,55727,53856,2368,4091,17762,0,45,3889,1361,13647,734,1446,8400,113
59,NORD,355,LOMME,18339,12375,11924,353,854,6030,0,0,369,320,0,1731,299,1968,0
59,NORD,360,LOOS,11588,7885,7556,268,677,2932,0,61,293,145,1265,0,123,1792,0
59,NORD,367,LYS-LEZ-LANNOY,8726,5674,5377,210,0,0,0,367,1746,108,1365,0,242,1315,24
59,NORD,368,LA MADELEINE,14075,8340,8025,229,642,1705,0,0,466,315,3182,0,246,1240,0
59,NORD,378,MARCQ-EN-BAROEUL,25853,16299,15592,0,11,0,3697,0,604,561,6996,0,1251,2472,0
59,NORD,383,MARLY,7551,5598,5427,110,1687,685,0,37,102,78,0,0,2118,610,0
59,NORD,386,MARQUETTE-LEZ-LILLE,6063,4248,4019,0,361,1440,0,49,214,161,0,979,100,715,0
59,NORD,392,MAUBEUGE,20648,13823,13370,357,1394,2162,0,924,259,262,0,3538,475,3992,7
59,NORD,400,MERVILLE,6647,4794,4455,0,748,0,0,1389,205,83,0,0,1453,577,0
59,NORD,410,MONS-EN-BAROEUL,12667,8201,7857,354,712,2227,0,0,640,172,1784,0,194,1774,0
59,NORD,421,MOUVAUX,9618,6841,6575,0,0,0,1396,0,220,225,3032,0,580,1122,0
59,NORD,426,NEUVILLE-EN-FERRAIN,7825,5385,5146,154,234,1290,0,28,189,140,1744,0,170,1197,0
59,NORD,447,ONNAING,5932,4120,4012,111,1424,604,0,21,63,77,0,0,1083,629,0
59,NORD,491,RAISMES,9694,6614,6349,132,3578,741,0,0,113,95,0,609,143,938,0
59,NORD,507,RONCHIN,12062,7496,7223,380,492,2771,0,0,427,187,1470,0,229,1267,0
59,NORD,508,RONCQ,9266,6696,6401,172,540,1596,0,49,166,169,2251,0,194,1264,0
59,NORD,512,ROUBAIX,45465,26781,25708,1422,775,3209,0,1988,4702,459,3179,2714,1078,6125,57
59,NORD,526,SAINT-AMAND-LES-EAUX,11329,8214,7908,119,3822,545,0,0,170,116,0,982,453,1701,0
59,NORD,527,SAINT-ANDRE-LEZ-LILLE,6477,4414,4252,0,431,1342,0,45,162,151,0,1400,110,611,0
59,NORD,540,SAINT-POL-SUR-MER,15327,10863,10411,444,831,1888,0,618,421,100,0,0,3461,2648,0
59,NORD,544,SAINT-SAULVE,7402,5290,5130,128,551,742,0,33,95,62,0,0,2921,598,0
59,NORD,560,SECLIN,8057,5759,5580,117,1757,1140,0,31,205,79,1234,0,111,906,0
59,NORD,569,SIN-LE-NOBLE,11174,7099,6829,217,1531,1997,0,0,292,27,1627,0,65,1035,38
59,NORD,574,SOMAIN,8416,5934,5699,192,2441,1011,0,0,236,120,742,0,350,607,0
59,NORD,599,TOURCOING,54728,34648,33286,652,1092,6621,3670,361,1006,1240,8280,0,849,9515,0
59,NORD,606,VALENCIENNES,23618,15524,15022,315,1925,2051,0,122,271,201,0,0,8000,2137,0
59,NORD,616,VIEUX-CONDE,7213,4891,4717,110,1791,598,0,22,125,74,0,0,1077,920,0
59,NORD,646,WASQUEHAL,13021,8782,8473,297,523,1358,0,114,326,108,0,4186,276,1285,0
59,NORD,648,WATTIGNIES,9267,6093,5848,209,341,1796,0,64,336,104,1763,0,120,1115,0
59,NORD,650,WATTRELOS,29496,18847,17934,1060,693,3510,0,850,3324,396,1095,1655,519,4799,33
60,OISE,57,BEAUVAIS,31966,22225,21315,852,1900,5554,0,110,1508,0,5559,0,1116,4716,0
60,OISE,141,CHANTILLY,7538,4420,4276,112,145,869,0,43,257,0,1724,0,159,967,0
60,OISE,159,COMPIEGNE,21958,14530,13984,385,827,3018,0,817,604,0,2474,2678,598,2583,0
60,OISE,175,CREIL,14845,9030,8720,456,766,2510,0,131,507,0,1319,376,165,2490,0
60,OISE,176,CREPY-EN-VALOIS,9347,6512,6309,163,954,1166,0,459,326,0,1819,0,146,1276,0
60,OISE,282,GOUVIEUX,6446,4216,4074,122,175,766,0,69,286,0,1722,0,154,780,0
60,OISE,395,MERU,6711,4379,4208,175,419,1093,0,150,268,0,816,0,179,1108,0
60,OISE,414,MONTATAIRE,6650,4361,4203,155,1784,542,0,40,174,0,424,0,36,1048,0
60,OISE,463,NOGENT-SUR-OISE,10213,6778,6559,271,565,1650,0,0,472,0,0,1387,114,2100,0
60,OISE,471,NOYON,7642,5048,4902,105,699,700,0,76,172,0,0,1304,132,1714,0
60,OISE,509,PONT-SAINTE-MAXENCE,6676,4263,4099,186,455,1129,0,43,283,0,1008,0,122,873,0
60,OISE,612,SENLIS,9531,6246,6011,171,217,1197,0,107,382,0,2687,0,331,919,0
61,ORNE,1,ALENCON,17505,10788,10284,648,449,3364,0,431,531,162,3290,0,281,1128,0
61,ORNE,6,ARGENTAN,10818,6934,6523,0,784,2212,108,124,463,0,0,1628,263,934,7
61,ORNE,169,FLERS,10561,6964,6624,0,352,1901,138,96,548,0,0,2263,199,1117,10
61,ORNE,214,L'AIGLE,5622,3727,3575,0,174,859,0,0,86,0,0,1093,759,580,24
62,PAS-DE-CALAIS,14,AIRE-SUR-LA-LYS,7161,5450,5117,228,0,1671,0,263,288,0,1855,0,282,530,0
62,PAS-DE-CALAIS,40,ARQUES,6448,4979,4765,145,0,2891,0,139,137,0,943,0,65,445,0
62,PAS-DE-CALAIS,41,ARRAS,25950,18795,17777,0,1153,1023,5515,297,1210,658,3246,1039,1350,2286,0
62,PAS-DE-CALAIS,48,AUCHEL,8392,5932,5593,216,1972,1511,0,0,226,0,770,0,177,721,0
62,PAS-DE-CALAIS,65,AVION,12115,8582,8199,368,3703,1761,0,0,501,0,497,0,86,1283,0
62,PAS-DE-CALAIS,108,BERCK,10113,6718,6408,0,640,2757,0,0,318,0,0,1789,150,754,0
62,PAS-DE-CALAIS,119,BETHUNE,25641,16996,16144,681,2441,5617,0,1153,855,0,0,3342,137,1918,0
62,PAS-DE-CALAIS,160,BOULOGNE-SUR-MER,28609,16557,15960,684,1446,4332,0,2858,812,0,1896,1446,443,2043,0
62,PAS-DE-CALAIS,178,BRUAY-LA-BUISSIERE,17897,12023,11482,429,1455,6493,0,0,523,0,1172,0,185,1225,0
62,PAS-DE-CALAIS,186,BULLY-LES-MINES,9021,6481,6119,261,1487,2299,0,0,443,0,618,0,131,880,0
62,PAS-DE-CALAIS,193,CALAIS,48589,30108,28553,1112,6367,7896,0,440,2192,0,6471,0,618,3457,0
62,PAS-DE-CALAIS,215,CARVIN,11349,8005,7652,268,2946,1330,0,0,374,0,0,1156,131,1447,0
62,PAS-DE-CALAIS,250,COURRIERES,8173,5912,5695,158,795,2421,0,0,296,0,0,0,1013,1012,0
62,PAS-DE-CALAIS,318,ETAPLES,8142,5397,5136,0,359,1411,0,0,223,0,0,2330,136,677,0
62,PAS-DE-CALAIS,413,HARNES,8945,6300,5970,232,2026,1314,0,51,209,112,0,629,76,1321,0
62,PAS-DE-CALAIS,427,HENIN-BEAUMONT,18112,12884,12375,340,2331,3344,0,0,641,0,0,0,3331,2388,0
62,PAS-DE-CALAIS,498,LENS,24877,16930,16134,596,1550,7647,0,133,706,245,0,1869,288,3100,0
62,PAS-DE-CALAIS,510,LIEVIN,22177,15758,14998,691,2354,7310,0,0,1038,0,1142,0,253,2210,0
