Code département,Département,Numéro de circoncription,Circonscription,Code commune,Commune,Population,Inscrits,Abstention,Votants,Blancs et nuls,Exprimés,Parti communiste,Divers gauche,Parti socialiste,Les verts ,Parti des radical de gauche,Pole Républicain ,Regionalistes ,Divers ,Union pour la démocratie française,Union pour la majorité présidentielle,Divers droite ,Rassemblement pour la France,Front national 
33,GIRONDE,5,BELIN-BELIET,322,Le Pian-Médoc,5373,3937,1441,2496,79,2417,0,0,1251,0,0,0,0,0,1166,0,0,0,0
33,GIRONDE,6,BLANQUEFORT,200,Le Haillan,8133,5897,2055,3842,129,3713,0,0,1992,0,0,0,0,0,0,1721,0,0,0
33,GIRONDE,6,BLANQUEFORT,273,Martignas-sur-Jalle,5574,4448,1605,2843,90,2753,0,0,1223,0,0,0,0,0,0,1530,0,0,0
33,GIRONDE,6,BLANQUEFORT,281,Mérignac,61992,39161,14444,24717,631,24086,0,0,13430,0,0,0,0,0,0,10656,0,0,0
33,GIRONDE,6,BLANQUEFORT,376,Saint-Aubin-de-Médoc,4990,3728,1158,2570,84,2486,0,0,985,0,0,0,0,0,0,1501,0,0,0
33,GIRONDE,6,BLANQUEFORT,422,Saint-Jean-d'Illac,5213,3662,1097,2565,63,2502,0,0,1066,0,0,0,0,0,0,1436,0,0,0
33,GIRONDE,6,BLANQUEFORT,449,Saint-Médard-en-Jalles,25566,17803,5918,11885,395,11490,0,0,5627,0,0,0,0,0,0,5863,0,0,0
33,GIRONDE,6,BLANQUEFORT,519,Le Taillan-Médoc,7885,5388,1726,3662,85,3577,0,0,1785,0,0,0,0,0,0,1792,0,0,0
33,GIRONDE,7,BLAYE,80,Cadaujac,4408,3193,1182,2011,89,1922,0,0,974,0,0,0,0,0,0,948,0,0,0
33,GIRONDE,7,BLAYE,90,Canéjan,5114,3457,1117,2340,73,2267,0,0,1479,0,0,0,0,0,0,788,0,0,0
33,GIRONDE,7,BLAYE,122,Cestas,16927,13062,4049,9013,207,8806,0,0,5947,0,0,0,0,0,0,2859,0,0,0
33,GIRONDE,7,BLAYE,192,Gradignan,22193,14697,5380,9317,263,9054,0,0,4627,0,0,0,0,0,0,4427,0,0,0
33,GIRONDE,7,BLAYE,238,Léognan,8269,6579,2206,4373,146,4227,0,0,2346,0,0,0,0,0,0,1881,0,0,0
33,GIRONDE,7,BLAYE,318,Pessac,56143,36193,14777,21416,656,20760,0,0,11933,0,0,0,0,0,0,8827,0,0,0
33,GIRONDE,8,BORDEAUX-1,5,Andernos-les-Bains,9254,8112,3044,5068,141,4927,0,0,1990,0,0,0,0,0,0,2937,0,0,0
33,GIRONDE,8,BORDEAUX-1,9,Arcachon,11454,10695,3962,6733,214,6519,0,0,2217,0,0,0,0,0,0,4302,0,0,0
33,GIRONDE,8,BORDEAUX-1,11,Arès,4680,3719,1248,2471,80,2391,0,0,1046,0,0,0,0,0,0,1345,0,0,0
33,GIRONDE,8,BORDEAUX-1,19,Audenge,3948,3225,1031,2194,76,2118,0,0,1110,0,0,0,0,0,0,1008,0,0,0
33,GIRONDE,8,BORDEAUX-1,29,Le Barp,3691,2365,922,1443,58,1385,0,0,747,0,0,0,0,0,0,638,0,0,0
33,GIRONDE,8,BORDEAUX-1,36,Bazas,4357,3214,870,2344,93,2251,0,0,1044,0,0,0,0,0,0,1207,0,0,0
33,GIRONDE,8,BORDEAUX-1,51,Biganos,6950,5014,1868,3146,129,3017,0,0,1848,0,0,0,0,0,0,1169,0,0,0
33,GIRONDE,8,BORDEAUX-1,199,Gujan-Mestras,14958,12108,4439,7669,241,7428,0,0,3429,0,0,0,0,0,0,3999,0,0,0
33,GIRONDE,8,BORDEAUX-1,229,Lanton,4962,4231,1483,2748,85,2663,0,0,1230,0,0,0,0,0,0,1433,0,0,0
33,GIRONDE,8,BORDEAUX-1,236,Lège-Cap-Ferret,6307,6573,2230,4343,140,4203,0,0,1345,0,0,0,0,0,0,2858,0,0,0
33,GIRONDE,8,BORDEAUX-1,284,Mios,5187,3677,1459,2218,72,2146,0,0,1256,0,0,0,0,0,0,890,0,0,0
33,GIRONDE,8,BORDEAUX-1,498,Salles,4487,3371,1046,2325,126,2199,0,0,1198,0,0,0,0,0,0,1001,0,0,0
33,GIRONDE,8,BORDEAUX-1,527,Le Teich,4822,3608,1095,2513,82,2431,0,0,1617,0,0,0,0,0,0,814,0,0,0
33,GIRONDE,8,BORDEAUX-1,529,La Teste-de-Buch,22970,16954,6081,10873,353,10520,0,0,4457,0,0,0,0,0,0,6063,0,0,0
33,GIRONDE,9,BORDEAUX-2,227,Langon,6168,4408,1504,2904,129,2775,0,0,1431,0,0,0,0,0,0,1344,0,0,0
33,GIRONDE,9,BORDEAUX-2,352,La Réole,4187,2895,1034,1861,88,1773,0,0,892,0,0,0,0,0,0,881,0,0,0
33,GIRONDE,10,BORDEAUX-3,207,Izon,3958,2914,1287,1627,53,1574,0,0,874,0,0,0,0,0,0,700,0,0,0
33,GIRONDE,10,BORDEAUX-3,243,Libourne,21761,15041,5260,9781,336,9445,0,0,4945,0,0,0,0,0,0,4500,0,0,0
33,GIRONDE,10,BORDEAUX-3,324,Pineuilh,3645,2780,810,1970,91,1879,0,0,671,0,0,0,0,0,0,1208,0,0,0
33,GIRONDE,11,BORDEAUX-4,58,Blaye,4666,2741,917,1824,73,1751,0,0,979,0,0,0,0,0,772,0,0,0,0
33,GIRONDE,11,BORDEAUX-4,138,Coutras,7003,5282,1942,3340,127,3213,0,0,1796,0,0,0,0,0,1417,0,0,0,0
33,GIRONDE,11,BORDEAUX-4,366,Saint-André-de-Cubzac,7234,4845,1897,2948,125,2823,0,0,1520,0,0,0,0,0,1303,0,0,0,0
33,GIRONDE,11,BORDEAUX-4,393,Saint-Denis-de-Pile,4089,2801,1031,1770,89,1681,0,0,868,0,0,0,0,0,813,0,0,0,0
34,HERAULT,1,AGDE,129,Lattes,13768,10306,3527,6779,366,6413,0,0,2411,0,0,0,0,0,0,4002,0,0,0
34,HERAULT,1,AGDE,172,Montpellier,225392,46643,18493,28150,1299,26851,0,0,13772,0,0,0,0,0,0,13079,0,0,0
34,HERAULT,1,AGDE,192,Palavas-les-Flots,5421,4763,1428,3335,122,3213,0,0,918,0,0,0,0,0,0,2295,0,0,0
34,HERAULT,1,AGDE,198,Pérols,7731,5952,2176,3776,171,3605,0,0,1230,0,0,0,0,0,0,2375,0,0,0
34,HERAULT,2,ANIANE,77,Clapiers,4631,3278,837,2441,120,2321,0,0,1270,0,0,0,0,0,0,1051,0,0,0
34,HERAULT,2,ANIANE,116,Grabels,5438,3485,1059,2426,83,2343,0,0,1038,0,0,0,0,0,0,1305,0,0,0
34,HERAULT,2,ANIANE,123,Juvignac,5592,4499,1387,3112,131,2981,0,0,1258,0,0,0,0,0,0,1723,0,0,0
34,HERAULT,2,ANIANE,172,Montpellier,225392,43635,16617,27018,1061,25957,0,0,13316,0,0,0,0,0,0,12641,0,0,0
34,HERAULT,3,BEDARIEUX,22,Baillargues,5842,4079,1590,2489,111,2378,0,0,1035,0,0,0,0,0,0,1343,0,0,0
34,HERAULT,3,BEDARIEUX,57,Castelnau-le-Lez,14214,10959,3412,7547,227,7320,0,0,2823,0,0,0,0,0,0,4497,0,0,0
34,HERAULT,3,BEDARIEUX,58,Castries,5146,3682,1158,2524,98,2426,0,0,1074,0,0,0,0,0,0,1352,0,0,0
34,HERAULT,3,BEDARIEUX,90,Le Crès,6800,5424,1784,3640,152,3488,0,0,1600,0,0,0,0,0,0,1888,0,0,0
34,HERAULT,3,BEDARIEUX,120,Jacou,4757,3422,1054,2368,105,2263,0,0,1352,0,0,0,0,0,0,911,0,0,0
34,HERAULT,3,BEDARIEUX,145,Lunel,22352,14441,6034,8407,455,7952,0,0,3572,0,0,0,0,0,0,4380,0,0,0
34,HERAULT,3,BEDARIEUX,151,Marsillargues,5334,3799,1429,2370,169,2201,0,0,1035,0,0,0,0,0,0,1166,0,0,0
34,HERAULT,3,BEDARIEUX,154,Mauguio,14847,11595,4045,7550,412,7138,0,0,3128,0,0,0,0,0,0,4010,0,0,0
34,HERAULT,3,BEDARIEUX,172,Montpellier,225392,14961,5123,9838,281,9557,0,0,4845,0,0,0,0,0,0,4712,0,0,0
34,HERAULT,3,BEDARIEUX,309,Teyran,4239,3384,1023,2361,101,2260,0,0,997,0,0,0,0,0,0,1263,0,0,0
34,HERAULT,3,BEDARIEUX,327,Vendargues,5228,4005,1630,2375,129,2246,0,0,1187,0,0,0,0,0,0,1059,0,0,0
34,HERAULT,3,BEDARIEUX,344,La Grande-Motte,6458,7052,2851,4201,164,4037,0,0,1037,0,0,0,0,0,0,3000,0,0,0
34,HERAULT,4,BEZIERS-1,79,Clermont-l'Hérault,6532,4828,1887,2941,209,2732,0,0,1413,0,0,0,0,0,0,1319,0,0,0
34,HERAULT,4,BEZIERS-1,88,Cournonterral,5069,3682,1397,2285,137,2148,0,0,1121,0,0,0,0,0,0,1027,0,0,0
34,HERAULT,4,BEZIERS-1,95,Fabrègues,5901,4409,1735,2674,179,2495,0,0,1122,0,0,0,0,0,0,1373,0,0,0
34,HERAULT,4,BEZIERS-1,111,Ganges,3502,2776,994,1782,153,1629,0,0,841,0,0,0,0,0,0,788,0,0,0
34,HERAULT,4,BEZIERS-1,114,Gignac,3955,3298,1211,2087,153,1934,0,0,979,0,0,0,0,0,0,955,0,0,0
34,HERAULT,4,BEZIERS-1,142,Lodève,6900,4837,1563,3274,151,3123,0,0,1189,0,0,0,0,0,0,1934,0,0,0
34,HERAULT,4,BEZIERS-1,172,Montpellier,225392,12669,4829,7840,348,7492,0,0,3655,0,0,0,0,0,0,3837,0,0,0
34,HERAULT,4,BEZIERS-1,202,Pignan,5665,3998,1425,2573,183,2390,0,0,1127,0,0,0,0,0,0,1263,0,0,0
34,HERAULT,4,BEZIERS-1,217,Prades-le-Lez,4361,2981,1034,1947,108,1839,0,0,1004,0,0,0,0,0,0,835,0,0,0
34,HERAULT,4,BEZIERS-1,239,Saint-André-de-Sangonis,3782,2963,1211,1752,117,1635,0,0,718,0,0,0,0,0,0,917,0,0,0
34,HERAULT,4,BEZIERS-1,247,Saint-Clément-de-Rivière,4581,3216,884,2332,97,2235,0,0,752,0,0,0,0,0,0,1483,0,0,0
34,HERAULT,4,BEZIERS-1,255,Saint-Gély-du-Fesc,7625,6101,2121,3980,182,3798,0,0,1632,0,0,0,0,0,0,2166,0,0,0
34,HERAULT,4,BEZIERS-1,259,Saint-Georges-d'Orques,4398,3423,1238,2185,140,2045,0,0,960,0,0,0,0,0,0,1085,0,0,0
34,HERAULT,4,BEZIERS-1,270,Saint-Jean-de-Védas,8056,5969,1976,3993,212,3781,0,0,1567,0,0,0,0,0,0,2214,0,0,0
34,HERAULT,4,BEZIERS-1,276,Saint-Mathieu-de-Tréviers,3713,2706,1032,1674,126,1548,0,0,864,0,0,0,0,0,0,684,0,0,0
34,HERAULT,5,BEZIERS-2,28,Bédarieux,5962,4710,1846,2864,165,2699,0,0,1548,0,0,0,0,0,0,1151,0,0,0
34,HERAULT,5,BEZIERS-2,101,Florensac,3859,2870,927,1943,99,1844,0,0,1063,0,0,0,0,0,0,781,0,0,0
34,HERAULT,5,BEZIERS-2,199,Pézenas,7443,5712,2082,3630,222,3408,0,0,1559,0,0,0,0,0,0,1849,0,0,0
34,HERAULT,6,CAPESTANG,32,Béziers,69153,46447,18355,28092,656,27436,0,0,10199,0,0,0,0,0,0,12510,0,0,4727
34,HERAULT,6,CAPESTANG,298,Sauvian,3558,2648,830,1818,57,1761,0,0,704,0,0,0,0,0,0,680,0,0,377
34,HERAULT,6,CAPESTANG,299,Sérignan,6134,4784,1602,3182,90,3092,0,0,1217,0,0,0,0,0,0,1254,0,0,621
34,HERAULT,6,CAPESTANG,324,Valras-Plage,3625,3456,1310,2146,55,2091,0,0,693,0,0,0,0,0,0,912,0,0,486
34,HERAULT,7,CASTRIES,3,Agde,19988,16736,5274,11462,312,11150,3954,0,0,0,0,0,0,0,0,5149,0,0,2047
34,HERAULT,7,CASTRIES,23,Balaruc-les-Bains,5688,4792,1424,3368,90,3278,1387,0,0,0,0,0,0,0,0,1334,0,0,557
34,HERAULT,7,CASTRIES,31,Bessan,4025,2937,1100,1837,58,1779,790,0,0,0,0,0,0,0,0,511,0,0,478
34,HERAULT,7,CASTRIES,108,Frontignan,19145,14363,5534,8829,281,8548,3783,0,0,0,0,0,0,0,0,3160,0,0,1605
34,HERAULT,7,CASTRIES,113,Gigean,3552,2782,1077,1705,50,1655,737,0,0,0,0,0,0,0,0,571,0,0,347
34,HERAULT,7,CASTRIES,150,Marseillan,6199,5303,2109,3194,86,3108,1166,0,0,0,0,0,0,0,0,1312,0,0,630
34,HERAULT,7,CASTRIES,157,Mèze,7630,6417,2334,4083,122,3961,1505,0,0,0,0,0,0,0,0,1395,0,0,1061
34,HERAULT,7,CASTRIES,213,Poussan,4044,3186,1192,1994,55,1939,838,0,0,0,0,0,0,0,0,814,0,0,287
34,HERAULT,7,CASTRIES,301,Sète,39542,31215,10106,21109,504,20605,9167,0,0,0,0,0,0,0,0,8971,0,0,2467
34,HERAULT,7,CASTRIES,332,Vias,4354,3509,1266,2243,66,2177,717,0,0,0,0,0,0,0,0,950,0,0,510
34,HERAULT,7,CASTRIES,337,Villeneuve-lès-Maguelone,7351,4857,1584,3273,104,3169,1575,0,0,0,0,0,0,0,0,1103,0,0,491
35,ILLE ET VILAINE,1,ANTRAIN,55,Chantepie,6793,4880,1768,3112,71,3041,0,0,1824,0,0,0,0,0,0,1217,0,0,0
35,ILLE ET VILAINE,1,ANTRAIN,238,Rennes,206229,53159,23757,29402,815,28587,0,0,18137,0,0,0,0,0,0,10450,0,0,0
35,ILLE ET VILAINE,1,ANTRAIN,281,Saint-Jacques-de-la-Lande,7582,5234,1972,3262,103,3159,0,0,1903,0,0,0,0,0,0,1256,0,0,0
35,ILLE ET VILAINE,1,ANTRAIN,352,Vern-sur-Seiche,7454,5534,2162,3372,106,3266,0,0,1960,0,0,0,0,0,0,1306,0,0,0
35,ILLE ET VILAINE,1,ANTRAIN,353,Vezin-le-Coquet,4026,3093,1101,1992,43,1949,0,0,1039,0,0,0,0,0,0,910,0,0,0
35,ILLE ET VILAINE,2,ARGENTRE-DU-PLESSIS,24,Betton,8547,6303,1953,4350,91,4259,0,0,2522,0,0,0,0,0,1737,0,0,0,0
35,ILLE ET VILAINE,2,ARGENTRE-DU-PLESSIS,85,Combourg,4850,3837,1238,2599,87,2512,0,0,1144,0,0,0,0,0,1368,0,0,0,0
35,ILLE ET VILAINE,2,ARGENTRE-DU-PLESSIS,173,Melesse,5164,4054,1489,2565,58,2507,0,0,1248,0,0,0,0,0,1259,0,0,0,0
35,ILLE ET VILAINE,2,ARGENTRE-DU-PLESSIS,238,Rennes,206229,33617,13045,20572,366,20206,0,0,10487,0,0,0,0,0,9719,0,0,0,0
35,ILLE ET VILAINE,2,ARGENTRE-DU-PLESSIS,278,Saint-Grégoire,7644,5891,1864,4027,55,3972,0,0,1787,0,0,0,0,0,2185,0,0,0,0
35,ILLE ET VILAINE,3,BAIN-DE-BRETAGNE,184,Montauban-de-Bretagne,4042,3278,1090,2188,33,2155,0,0,1005,0,0,0,0,0,0,1150,0,0,0
35,ILLE ET VILAINE,3,BAIN-DE-BRETAGNE,188,Montfort-sur-Meu,5412,4000,1444,2556,57,2499,0,0,1298,0,0,0,0,0,0,1201,0,0,0
35,ILLE ET VILAINE,3,BAIN-DE-BRETAGNE,196,Mordelles,5901,4498,1507,2991,69,2922,0,0,1358,0,0,0,0,0,0,1564,0,0,0
35,ILLE ET VILAINE,3,BAIN-DE-BRETAGNE,210,Pacé,7885,5777,1688,4089,52,4037,0,0,1622,0,0,0,0,0,0,2415,0,0,0
35,ILLE ET VILAINE,3,BAIN-DE-BRETAGNE,238,Rennes,206229,19379,8077,11302,258,11044,0,0,6220,0,0,0,0,0,0,4824,0,0,0
35,ILLE ET VILAINE,3,BAIN-DE-BRETAGNE,240,Le Rheu,5733,4356,1401,2955,73,2882,0,0,1510,0,0,0,0,0,0,1372,0,0,0
35,ILLE ET VILAINE,3,BAIN-DE-BRETAGNE,297,Saint-Méen-le-Grand,3566,2573,801,1772,31,1741,0,0,648,0,0,0,0,0,0,1093,0,0,0
35,ILLE ET VILAINE,4,BECHEREL,12,Bain-de-Bretagne,5516,4059,1815,2244,107,2137,0,0,915,0,0,0,0,0,0,1222,0,0,0
35,ILLE ET VILAINE,4,BECHEREL,37,Bréal-sous-Montfort,3825,2970,1102,1868,67,1801,0,0,882,0,0,0,0,0,0,919,0,0,0
35,ILLE ET VILAINE,4,BECHEREL,47,Bruz,13207,8988,3351,5637,195,5442,0,0,2821,0,0,0,0,0,0,2621,0,0,0
35,ILLE ET VILAINE,4,BECHEREL,66,Chartres-de-Bretagne,6467,5225,2002,3223,93,3130,0,0,1779,0,0,0,0,0,0,1351,0,0,0
35,ILLE ET VILAINE,4,BECHEREL,126,Guichen,6526,4772,1870,2902,99,2803,0,0,1572,0,0,0,0,0,0,1231,0,0,0
35,ILLE ET VILAINE,4,BECHEREL,139,Laillé,3558,2768,1070,1698,63,1635,0,0,874,0,0,0,0,0,0,761,0,0,0
35,ILLE ET VILAINE,4,BECHEREL,206,Noyal-Châtillon-sur-Seiche,5635,4051,1446,2605,86,2519,0,0,1450,0,0,0,0,0,0,1069,0,0,0
35,ILLE ET VILAINE,4,BECHEREL,236,Redon,9499,6294,2440,3854,139,3715,0,0,1894,0,0,0,0,0,0,1821,0,0,0
35,ILLE ET VILAINE,6,CHATEAUBOURG,31,La Bouëxière,3503,2538,1061,1477,44,1433,0,0,0,640,0,0,0,0,0,793,0,0,0
35,ILLE ET VILAINE,6,CHATEAUBOURG,115,Fougères,21779,15803,7215,8588,320,8268,0,0,0,3362,0,0,0,0,0,4906,0,0,0
35,ILLE ET VILAINE,6,CHATEAUBOURG,152,Liffré,6454,4478,1627,2851,87,2764,0,0,0,1310,0,0,0,0,0,1454,0,0,0
35,ILLE ET VILAINE,6,CHATEAUBOURG,162,Louvigné-du-Désert,4034,3060,1270,1790,79,1711,0,0,0,426,0,0,0,0,0,1285,0,0,0
35,ILLE ET VILAINE,6,CHATEAUBOURG,334,Thorigné-Fouillard,6625,4752,1752,3000,62,2938,0,0,0,1611,0,0,0,0,0,1327,0,0,0
36,INDRE,1,AIGURANDE,44,Châteauroux,49632,32459,12186,20273,727,19546,0,0,9560,0,0,0,0,0,0,9986,0,0,0
36,INDRE,1,AIGURANDE,63,Déols,8089,6183,2372,3811,185,3626,0,0,1653,0,0,0,0,0,0,1973,0,0,0
36,INDRE,1,AIGURANDE,159,Le Poinçonnet,5021,4125,1412,2713,103,2610,0,0,1213,0,0,0,0,0,0,1397,0,0,0
36,INDRE,2,ARDENTES,6,Argenton-sur-Creuse,5146,3897,1255,2642,94,2548,0,0,1176,0,0,0,0,0,0,1372,0,0,0
36,INDRE,2,ARDENTES,46,La Châtre,4547,3095,875,2220,66,2154,0,0,557,0,0,0,0,0,0,1597,0,0,0
36,INDRE,2,ARDENTES,88,Issoudun,13685,9552,3260,6292,217,6075,0,0,3553,0,0,0,0,0,0,2522,0,0,0
36,INDRE,3,ARGENTON-SUR-CREUSE,18,Le Blanc,6998,4986,1403,3583,100,3483,0,0,1880,0,0,0,0,0,0,1603,0,0,0
36,INDRE,3,ARGENTON-SUR-CREUSE,31,Buzançais,4581,3520,1218,2302,123,2179,0,0,1028,0,0,0,0,0,0,1151,0,0,0
37,INDRE ET LOIRE,1,AMBOISE,261,Tours,132820,53768,22939,30829,1270,29559,0,0,14315,0,0,0,0,0,0,15244,0,0,0
37,INDRE ET LOIRE,2,AZAY-LE-RIDEAU,3,Amboise,11457,7918,2992,4926,139,4787,0,0,2147,0,0,0,0,0,0,2640,0,0,0
37,INDRE ET LOIRE,2,AZAY-LE-RIDEAU,27,Bléré,4576,3056,1041,2015,61,1954,0,0,845,0,0,0,0,0,0,1109,0,0,0
37,INDRE ET LOIRE,2,AZAY-LE-RIDEAU,63,Château-Renault,5538,3462,1373,2089,80,2009,0,0,951,0,0,0,0,0,0,1058,0,0,0
37,INDRE ET LOIRE,2,AZAY-LE-RIDEAU,156,Montlouis-sur-Loire,9657,6786,2159,4627,169,4458,0,0,2317,0,0,0,0,0,0,2141,0,0,0
37,INDRE ET LOIRE,2,AZAY-LE-RIDEAU,163,Nazelles-Négron,3633,2873,1080,1793,59,1734,0,0,970,0,0,0,0,0,0,764,0,0,0
37,INDRE ET LOIRE,2,AZAY-LE-RIDEAU,261,Tours,132820,10827,4348,6479,172,6307,0,0,2741,0,0,0,0,0,0,3566,0,0,0
37,INDRE ET LOIRE,2,AZAY-LE-RIDEAU,273,La Ville-aux-Dames,4647,3349,1244,2105,61,2044,0,0,1134,0,0,0,0,0,0,910,0,0,0
37,INDRE ET LOIRE,3,BLERE,50,Chambray-lès-Tours,10275,6484,2138,4346,123,4223,0,0,1790,0,0,0,0,0,0,2433,0,0,0
37,INDRE ET LOIRE,3,BLERE,104,Esvres,4278,2982,1039,1943,57,1886,0,0,930,0,0,0,0,0,0,956,0,0,0
37,INDRE ET LOIRE,3,BLERE,115,Descartes,4019,3040,1001,2039,77,1962,0,0,978,0,0,0,0,0,0,984,0,0,0
37,INDRE ET LOIRE,3,BLERE,132,Loches,6328,4479,1399,3080,88,2992,0,0,1253,0,0,0,0,0,0,1739,0,0,0
37,INDRE ET LOIRE,3,BLERE,159,Monts,6514,4810,1949,2861,67,2794,0,0,1531,0,0,0,0,0,0,1263,0,0,0
37,INDRE ET LOIRE,3,BLERE,208,Saint-Avertin,14092,10735,3757,6978,176,6802,0,0,2927,0,0,0,0,0,0,3875,0,0,0
37,INDRE ET LOIRE,3,BLERE,233,Saint-Pierre-des-Corps,15773,10248,4404,5844,226,5618,0,0,3862,0,0,0,0,0,0,1756,0,0,0
37,INDRE ET LOIRE,3,BLERE,266,Veigné,5474,4016,1392,2624,76,2548,0,0,1100,0,0,0,0,0,0,1448,0,0,0
37,INDRE ET LOIRE,4,BOURGUEIL,18,Ballan-Miré,7059,5222,1871,3351,109,3242,0,0,1403,0,0,0,0,0,0,1839,0,0,0
37,INDRE ET LOIRE,4,BOURGUEIL,72,Chinon,8716,6226,2553,3673,137,3536,0,0,1844,0,0,0,0,0,0,1692,0,0,0
37,INDRE ET LOIRE,4,BOURGUEIL,122,Joué-lès-Tours,36517,23332,9310,14022,469,13553,0,0,6871,0,0,0,0,0,0,6682,0,0,0
37,INDRE ET LOIRE,4,BOURGUEIL,195,La Riche,8594,5116,2187,2929,115,2814,0,0,1514,0,0,0,0,0,0,1300,0,0,0
37,INDRE ET LOIRE,4,BOURGUEIL,226,Sainte-Maure-de-Touraine,3909,2900,1107,1793,84,1709,0,0,701,0,0,0,0,0,0,1008,0,0,0
37,INDRE ET LOIRE,5,CHATEAU-LA-VALLIERE,31,Bourgueil,4109,2892,995,1897,71,1826,0,0,871,0,0,0,0,0,0,955,0,0,0
37,INDRE ET LOIRE,5,CHATEAU-LA-VALLIERE,109,Fondettes,8921,7009,2500,4509,158,4351,0,0,1816,0,0,0,0,0,0,2535,0,0,0
37,INDRE ET LOIRE,5,CHATEAU-LA-VALLIERE,123,Langeais,3865,2442,936,1506,57,1449,0,0,626,0,0,0,0,0,0,823,0,0,0
37,INDRE ET LOIRE,5,CHATEAU-LA-VALLIERE,139,Luynes,4501,3131,1151,1980,55,1925,0,0,795,0,0,0,0,0,0,1130,0,0,0
37,INDRE ET LOIRE,5,CHATEAU-LA-VALLIERE,214,Saint-Cyr-sur-Loire,16100,11722,4225,7497,170,7327,0,0,2608,0,0,0,0,0,0,4719,0,0,0
37,INDRE ET LOIRE,5,CHATEAU-LA-VALLIERE,261,Tours,132820,11289,4946,6343,253,6090,0,0,3152,0,0,0,0,0,0,2938,0,0,0
38,ISERE,1,ALLEVARD,126,Corenc,3856,2900,926,1974,44,1930,0,0,678,0,0,0,0,0,0,1252,0,0,0
38,ISERE,1,ALLEVARD,185,Grenoble,153317,40766,15777,24989,645,24344,0,0,12129,0,0,0,0,0,0,12215,0,0,0
38,ISERE,1,ALLEVARD,229,Meylan,18741,13295,4265,9030,178,8852,0,0,3853,0,0,0,0,0,0,4999,0,0,0
38,ISERE,1,ALLEVARD,249,Montbonnot-Saint-Martin,3827,2901,950,1951,35,1916,0,0,738,0,0,0,0,0,0,1178,0,0,0
38,ISERE,1,ALLEVARD,397,Saint-Ismier,5935,4776,1614,3162,66,3096,0,0,1108,0,0,0,0,0,0,1988,0,0,0
38,ISERE,1,ALLEVARD,516,La Tronche,6433,3665,1193,2472,57,2415,0,0,1053,0,0,0,0,0,0,1362,0,0,0
38,ISERE,2,BEAUREPAIRE,151,Echirolles,32806,17815,7798,10017,290,9727,6286,0,0,0,0,0,0,0,0,3441,0,0,0
38,ISERE,2,BEAUREPAIRE,158,Eybens,9471,5783,2359,3424,125,3299,1928,0,0,0,0,0,0,0,0,1371,0,0,0
38,ISERE,2,BEAUREPAIRE,179,Gières,6127,3660,1511,2149,72,2077,1079,0,0,0,0,0,0,0,0,998,0,0,0
38,ISERE,2,BEAUREPAIRE,200,Jarrie,4009,2839,1215,1624,62,1562,884,0,0,0,0,0,0,0,0,678,0,0,0
38,ISERE,2,BEAUREPAIRE,421,Saint-Martin-d'Hères,35777,15027,6930,8097,277,7820,5106,0,0,0,0,0,0,0,0,2714,0,0,0
38,ISERE,2,BEAUREPAIRE,562,Vizille,7465,4398,1913,2485,85,2400,1486,0,0,0,0,0,0,0,0,914,0,0,0
38,ISERE,3,LE-BOURG-D'OISANS,169,Fontaine,23323,7357,3442,3915,172,3743,0,0,2369,0,0,0,0,0,0,0,1374,0,0
38,ISERE,3,LE-BOURG-D'OISANS,185,Grenoble,153317,37932,16001,21931,786,21145,0,0,12266,0,0,0,0,0,0,0,8879,0,0
38,ISERE,3,LE-BOURG-D'OISANS,474,Sassenage,9735,6732,2646,4086,163,3923,0,0,2026,0,0,0,0,0,0,0,1897,0,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,111,Claix,7388,5513,2015,3498,82,3416,0,0,1784,0,0,0,0,0,0,1632,0,0,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,169,Fontaine,23323,4948,2253,2695,73,2622,0,0,1768,0,0,0,0,0,0,854,0,0,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,269,La Mure,5190,3273,1364,1909,56,1853,0,0,1281,0,0,0,0,0,0,572,0,0,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,317,Le Pont-de-Claix,11612,5911,2729,3182,93,3089,0,0,1906,0,0,0,0,0,0,1183,0,0,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,485,Seyssinet-Pariset,13074,8291,3475,4816,97,4719,0,0,2884,0,0,0,0,0,0,1835,0,0,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,486,Seyssins,6850,5134,1586,3548,79,3469,0,0,2143,0,0,0,0,0,0,1326,0,0,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,524,Varces-Allières-et-Risset,5341,3373,1448,1925,50,1875,0,0,960,0,0,0,0,0,0,915,0,0,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,545,Vif,6478,4801,2067,2734,64,2670,0,0,1514,0,0,0,0,0,0,1156,0,0,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,548,Villard-de-Lans,3798,3074,1289,1785,44,1741,0,0,842,0,0,0,0,0,0,899,0,0,0
38,ISERE,5,CLELLES,140,Crolles,8260,5359,1701,3658,57,3601,0,0,2184,0,0,0,0,0,0,1417,0,0,0
38,ISERE,5,CLELLES,150,Domène,6399,4157,1594,2563,65,2498,0,0,1258,0,0,0,0,0,0,1240,0,0,0
